,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
16,4943,Dai,DAI,multi-collateral-dai,2193,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5129842074.298551,5129842074.298551,False,,17,,,,2023-04-17T11:08:00.000Z,0.9994978176579058,104627918.82091507,57.1652,0.06048266,0.02128595,6.834e-05,-0.03630515,0.03366407,-0.04288326,5127265958.191106,0.405,5127265958.19,,2023-04-17T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-04-17 11:12:17.944484
17,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1138,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'btc-ecosystem']",,150850.09513908,150850.09513908,False,,18,,,,2023-04-17T11:08:00.000Z,29947.053716410657,124542347.06373093,59.0947,0.05994467,-1.30784954,5.58895471,8.96080261,21.84075597,41.92758045,4517515902.255687,0.3569,4517515902.26,,2023-04-17T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-04-17 11:12:17.944484
18,1975,Chainlink,LINK,chainlink,1105,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem']",1000000000.0,517099970.4527867,1000000000.0,False,,19,,,,2023-04-17T11:08:00.000Z,8.077562210345565,354253464.6234152,4.5519,0.07782092,1.04481042,11.65426668,11.8483421,10.94715679,20.85179501,4176907180.300238,0.33,8077562210.35,,2023-04-17T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-04-17 11:12:17.944484
19,3794,Cosmos,ATOM,cosmos,434,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem']",,286370297.0,0.0,False,,20,,,,2023-04-17T11:08:00.000Z,12.654097852807222,163924201.93536806,-11.9731,0.568116,-0.27023735,14.57380549,-4.06030456,-9.72226453,1.545941,3623757760.3754663,0.2863,0.0,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:12:17.944484
0,1,Bitcoin,BTC,bitcoin,10164,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19348662.0,19348662.0,False,,1,,,,2023-04-17T11:08:00.000Z,29893.224936852304,15552640815.458315,35.2394,0.06897404,-1.37848167,5.42696457,8.65652578,21.49781269,41.44218489,578393905393.1266,45.6911,627757723673.9,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:13:19.171951
1,1027,Ethereum,ETH,ethereum,6733,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,119434715.07547526,119434715.07547526,False,,2,,,,2023-04-17T11:08:00.000Z,2091.8270166653747,9410674238.039612,34.4045,0.18099359,0.02422171,12.31214321,15.03445934,24.1174698,33.87606912,249836763722.61047,19.7366,249836763722.61,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:13:19.171951
2,825,Tether,USDT,tether,51351,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,80931811951.65373,84091735571.80334,False,,3,,,,2023-04-17T11:08:00.000Z,1.0003303841952353,29332863555.60836,29.2224,-0.01128305,-0.0026795,-0.01543602,-0.23889452,0.00878546,0.02302959,80958550543.21432,6.3958,84119518152.19,,2023-04-17T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-04-17 11:13:19.171951
3,1839,BNB,BNB,bnb,1264,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1']",,155865594.32888624,155865594.32888624,False,,4,,,,2023-04-17T11:08:00.000Z,342.5627977981309,1084899327.6731412,53.9334,0.10751064,2.12319767,9.38410459,-0.30227314,6.8005424,13.90458001,53393754073.77175,4.218,53393754073.77,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:13:19.171951
4,3408,USD Coin,USDC,usd-coin,11828,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,31811010286.001812,31811010286.001812,False,,5,,,,2023-04-17T11:08:00.000Z,0.9997324625137219,4457242216.409667,28.655,0.00470239,0.03878475,-0.00745961,-0.02624567,-0.01245032,-0.03358037,31802499648.27393,2.5123,31802499648.27,,2023-04-17T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-04-17 11:13:19.171951
5,52,XRP,XRP,xrp,932,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51750810378.0,99988998998.0,False,,6,,,,2023-04-17T11:08:00.000Z,0.5147776358484435,864421226.928396,35.8501,0.3526058,-0.90717111,2.02723896,34.11353612,28.64708667,33.0637768,26640159819.627934,2.1045,51477763584.84,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:13:19.171951
6,2010,Cardano,ADA,cardano,766,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1']",45000000000.0,34777456191.311,35694617077.121,False,,7,,,,2023-04-17T11:08:00.000Z,0.44413302377019886,415002280.73708504,-19.2066,0.97876516,-0.41454444,14.29461983,25.71213539,9.4539791,26.12046732,15445816777.282578,1.2202,19985986069.66,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:13:19.171951
7,74,Dogecoin,DOGE,dogecoin,686,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,138974396383.70526,138974396383.70526,False,,8,,,,2023-04-17T11:08:00.000Z,0.09432255836830938,984972057.3209116,101.6339,0.46027784,4.89665314,13.37571614,21.36597913,5.9630969,12.35556293,13108420614.602604,1.0355,13108420614.6,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:13:19.171951
8,3890,Polygon,MATIC,polygon,659,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9219469069.28493,10000000000.0,False,,9,,,,2023-04-17T11:08:00.000Z,1.1711877728856626,320103491.5663446,2.7941,0.39784873,1.0588645,6.41698253,-5.25446433,-14.98362317,16.06195162,10797729446.444069,0.853,11711877728.86,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:13:19.171951
9,5426,Solana,SOL,solana,456,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1']",,392373593.4036942,539312704.8875339,False,,10,,,,2023-04-17T11:08:00.000Z,25.210409853530017,756319300.7296753,114.2473,0.48999743,4.50456494,23.90002696,12.94928804,6.42191384,7.38036874,9891899105.409473,0.7814,13596294329.43,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:13:19.171951
10,6636,Polkadot,DOT,polkadot-new,497,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1176835684.6999686,1303314562.0051484,False,,11,,,,2023-04-17T11:08:00.000Z,6.706177283512319,206942062.70010272,10.1706,0.63828984,-0.30172279,8.46744173,1.61771595,1.81207947,12.42230632,7892068735.161595,0.6235,8740258508.99,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:13:19.171951
11,2,Litecoin,LTC,litecoin,904,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72724139.3210035,84000000.0,False,,12,,,,2023-04-17T11:08:00.000Z,98.97253634049974,861740244.2244847,90.9134,0.13812805,2.25850119,9.11178996,14.42878522,-2.32554113,15.24629395,7197692521.779585,0.5686,8313693052.6,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:13:19.171951
12,5994,Shiba Inu,SHIB,shiba-inu,505,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589537799383028.5,589604864065149.1,False,,13,,,,2023-04-17T11:08:00.000Z,1.1634386639135839e-05,333275744.70453244,0.8908,0.61910295,1.33808466,6.32704909,3.71643319,-14.96544129,11.13666621,6858910696.407452,0.5418,6859690952.85,,2023-04-17T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-04-17 11:13:19.171951
13,5805,Avalanche,AVAX,avalanche,404,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,326212283.0823547,422275003.0823547,False,,14,,,,2023-04-17T11:08:00.000Z,20.5335632840791,461188974.60708636,166.8877,0.07076143,7.2000244,16.65284737,16.19604767,3.77363822,22.00161569,6698300558.715457,0.5291,14784165564.54,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:13:19.171951
14,4687,Binance USD,BUSD,binance-usd,6615,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,6681120001.193376,6681120001.193376,False,,15,,,,2023-04-17T11:08:00.000Z,1.00009575902772,3035708718.990684,17.283,-0.02243848,0.01646712,0.01681079,-0.09941147,0.0380093,-0.03331896,6681759778.748771,0.5278,6681759778.75,,2023-04-17T11:08:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-04-17 11:13:19.171951
15,1958,TRON,TRX,tron,750,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,90795387621.91122,90795494931.5575,False,,16,71659659264.0,4760423029.467333,,2023-04-17T11:08:00.000Z,0.066431002859357,158709182.03948694,11.64,0.01251738,0.58513771,-0.69479645,-1.09737663,-6.23283613,6.78517654,6031628654.7276125,0.4765,6031635783.42,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:13:19.171951
16,4943,Dai,DAI,multi-collateral-dai,2193,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5129842074.298551,5129842074.298551,False,,17,,,,2023-04-17T11:08:00.000Z,0.9994978176579058,104627918.82091507,57.1652,0.06048266,0.02128595,6.834e-05,-0.03630515,0.03366407,-0.04288326,5127265958.191106,0.405,5127265958.19,,2023-04-17T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-04-17 11:13:19.171951
17,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1138,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'btc-ecosystem']",,150850.09513908,150850.09513908,False,,18,,,,2023-04-17T11:08:00.000Z,29947.053716410657,124542347.06373093,59.0947,0.05994467,-1.30784954,5.58895471,8.96080261,21.84075597,41.92758045,4517515902.255687,0.3569,4517515902.26,,2023-04-17T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-04-17 11:13:19.171951
18,1975,Chainlink,LINK,chainlink,1105,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem']",1000000000.0,517099970.4527867,1000000000.0,False,,19,,,,2023-04-17T11:08:00.000Z,8.077562210345565,354253464.6234152,4.5519,0.07782092,1.04481042,11.65426668,11.8483421,10.94715679,20.85179501,4176907180.300238,0.33,8077562210.35,,2023-04-17T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-04-17 11:13:19.171951
19,3794,Cosmos,ATOM,cosmos,434,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem']",,286370297.0,0.0,False,,20,,,,2023-04-17T11:08:00.000Z,12.654097852807222,163924201.93536806,-11.9731,0.568116,-0.27023735,14.57380549,-4.06030456,-9.72226453,1.545941,3623757760.3754663,0.2863,0.0,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:13:19.171951
0,1,Bitcoin,BTC,bitcoin,10164,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19348662.0,19348662.0,False,,1,,,,2023-04-17T11:08:00.000Z,29893.224936852304,15552640815.458315,35.2394,0.06897404,-1.37848167,5.42696457,8.65652578,21.49781269,41.44218489,578393905393.1266,45.6911,627757723673.9,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:14:20.059536
1,1027,Ethereum,ETH,ethereum,6733,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,119434715.07547526,119434715.07547526,False,,2,,,,2023-04-17T11:08:00.000Z,2091.8270166653747,9410674238.039612,34.4045,0.18099359,0.02422171,12.31214321,15.03445934,24.1174698,33.87606912,249836763722.61047,19.7366,249836763722.61,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:14:20.059536
2,825,Tether,USDT,tether,51351,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,80931811951.65373,84091735571.80334,False,,3,,,,2023-04-17T11:08:00.000Z,1.0003303841952353,29332863555.60836,29.2224,-0.01128305,-0.0026795,-0.01543602,-0.23889452,0.00878546,0.02302959,80958550543.21432,6.3958,84119518152.19,,2023-04-17T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-04-17 11:14:20.059536
3,1839,BNB,BNB,bnb,1264,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1']",,155865594.32888624,155865594.32888624,False,,4,,,,2023-04-17T11:08:00.000Z,342.5627977981309,1084899327.6731412,53.9334,0.10751064,2.12319767,9.38410459,-0.30227314,6.8005424,13.90458001,53393754073.77175,4.218,53393754073.77,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:14:20.059536
4,3408,USD Coin,USDC,usd-coin,11828,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,31811010286.001812,31811010286.001812,False,,5,,,,2023-04-17T11:08:00.000Z,0.9997324625137219,4457242216.409667,28.655,0.00470239,0.03878475,-0.00745961,-0.02624567,-0.01245032,-0.03358037,31802499648.27393,2.5123,31802499648.27,,2023-04-17T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-04-17 11:14:20.059536
5,52,XRP,XRP,xrp,932,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51750810378.0,99988998998.0,False,,6,,,,2023-04-17T11:08:00.000Z,0.5147776358484435,864421226.928396,35.8501,0.3526058,-0.90717111,2.02723896,34.11353612,28.64708667,33.0637768,26640159819.627934,2.1045,51477763584.84,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:14:20.059536
6,2010,Cardano,ADA,cardano,766,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1']",45000000000.0,34777456191.311,35694617077.121,False,,7,,,,2023-04-17T11:08:00.000Z,0.44413302377019886,415002280.73708504,-19.2066,0.97876516,-0.41454444,14.29461983,25.71213539,9.4539791,26.12046732,15445816777.282578,1.2202,19985986069.66,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:14:20.059536
7,74,Dogecoin,DOGE,dogecoin,686,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,138974396383.70526,138974396383.70526,False,,8,,,,2023-04-17T11:08:00.000Z,0.09432255836830938,984972057.3209116,101.6339,0.46027784,4.89665314,13.37571614,21.36597913,5.9630969,12.35556293,13108420614.602604,1.0355,13108420614.6,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:14:20.059536
8,3890,Polygon,MATIC,polygon,659,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9219469069.28493,10000000000.0,False,,9,,,,2023-04-17T11:08:00.000Z,1.1711877728856626,320103491.5663446,2.7941,0.39784873,1.0588645,6.41698253,-5.25446433,-14.98362317,16.06195162,10797729446.444069,0.853,11711877728.86,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:14:20.059536
9,5426,Solana,SOL,solana,456,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1']",,392373593.4036942,539312704.8875339,False,,10,,,,2023-04-17T11:08:00.000Z,25.210409853530017,756319300.7296753,114.2473,0.48999743,4.50456494,23.90002696,12.94928804,6.42191384,7.38036874,9891899105.409473,0.7814,13596294329.43,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:14:20.059536
10,6636,Polkadot,DOT,polkadot-new,497,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1176835684.6999686,1303314562.0051484,False,,11,,,,2023-04-17T11:08:00.000Z,6.706177283512319,206942062.70010272,10.1706,0.63828984,-0.30172279,8.46744173,1.61771595,1.81207947,12.42230632,7892068735.161595,0.6235,8740258508.99,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:14:20.059536
11,2,Litecoin,LTC,litecoin,904,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72724139.3210035,84000000.0,False,,12,,,,2023-04-17T11:08:00.000Z,98.97253634049974,861740244.2244847,90.9134,0.13812805,2.25850119,9.11178996,14.42878522,-2.32554113,15.24629395,7197692521.779585,0.5686,8313693052.6,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:14:20.059536
12,5994,Shiba Inu,SHIB,shiba-inu,505,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589537799383028.5,589604864065149.1,False,,13,,,,2023-04-17T11:08:00.000Z,1.1634386639135839e-05,333275744.70453244,0.8908,0.61910295,1.33808466,6.32704909,3.71643319,-14.96544129,11.13666621,6858910696.407452,0.5418,6859690952.85,,2023-04-17T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-04-17 11:14:20.059536
13,5805,Avalanche,AVAX,avalanche,404,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,326212283.0823547,422275003.0823547,False,,14,,,,2023-04-17T11:08:00.000Z,20.5335632840791,461188974.60708636,166.8877,0.07076143,7.2000244,16.65284737,16.19604767,3.77363822,22.00161569,6698300558.715457,0.5291,14784165564.54,,2023-04-17T11:08:00.000Z,,,,,,2023-04-17 11:14:20.059536
14,4687,Binance USD,BUSD,binance-usd,6615,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,6681120001.193376,6681120001.193376,False,,15,,,,2023-04-17T11:08:00.000Z,1.00009575902772,3035708718.990684,17.283,-0.02243848,0.01646712,0.01681079,-0.09941147,0.0380093,-0.03331896,6681759778.748771,0.5278,6681759778.75,,2023-04-17T11:08:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-04-17 11:14:20.059536
